A0_Raw_Dist,A0_RX_Power,A0_FP_Power,A0_Quality,A0_True_Distance,A1_Raw_Dist,A1_RX_Power,A1_FP_Power,A1_Quality,A1_True_Distance,A2_Raw_Dist,A2_RX_Power,A2_FP_Power,A2_Quality,A2_True_Distance,A3_Raw_Dist,A3_RX_Power,A3_FP_Power,A3_Quality,A3_True_Distance
2.09,-57.78,-75.53,282.19,2.3622,2.67,-56.18,-86.73,115.46,2.8194,0.35,-57.31,-75.68,107.09,0.4572,2.03,-57.83,-81.34,83.16,1.7271999999999998
2.10,-58.24,-76.38,218.80,2.3622,2.70,-55.79,-82.69,141.08,2.8194,0.36,-56.77,-74.72,105.87,0.4572,2.07,-57.41,-80.67,91.70,1.7271999999999998
2.09,-58.95,-78.09,162.71,2.3622,2.64,-56.90,-84.76,107.29,2.8194,0.35,-55.84,-76.24,140.69,0.4572,2.02,-58.05,-79.25,122.75,1.7271999999999998
2.11,-57.50,-75.49,186.46,2.3622,2.67,-57.05,-84.17,113.14,2.8194,0.35,-56.37,-71.90,170.57,0.4572,2.04,-58.07,-79.46,122.44,1.7271999999999998
2.09,-58.97,-79.68,258.00,2.3622,2.65,-56.84,-88.89,101.11,2.8194,0.34,-56.19,-73.37,169.18,0.4572,2.03,-58.26,-80.10,160.50,1.7271999999999998
2.09,-60.20,-77.02,211.55,2.3622,2.63,-56.16,-89.79,101.04,2.8194,0.34,-56.94,-72.26,146.12,0.4572,2.01,-60.00,-84.14,115.61,1.7271999999999998
2.10,-59.58,-78.66,257.06,2.3622,2.64,-57.85,-88.07,110.57,2.8194,0.35,-56.61,-72.93,168.82,0.4572,2.02,-60.26,-79.03,141.50,1.7271999999999998
2.07,-59.58,-76.11,223.45,2.3622,2.62,-57.16,-88.69,104.54,2.8194,0.37,-56.17,-72.29,118.78,0.4572,2.04,-60.45,-80.03,120.87,1.7271999999999998
2.07,-59.25,-75.95,274.37,2.3622,2.65,-57.08,-84.50,116.79,2.8194,0.35,-56.11,-74.30,163.18,0.4572,2.02,-59.22,-79.34,107.64,1.7271999999999998
2.12,-58.44,-76.68,182.00,2.3622,2.67,-56.05,-83.65,104.07,2.8194,0.36,-56.36,-77.41,126.31,0.4572,2.02,-59.41,-82.74,104.91,1.7271999999999998
2.11,-59.53,-76.82,219.15,2.3622,2.67,-55.82,-85.14,138.25,2.8194,0.34,-55.79,-73.90,144.03,0.4572,2.05,-59.90,-78.53,165.08,1.7271999999999998
2.08,-59.67,-79.28,205.60,2.3622,2.65,-56.68,-85.39,118.18,2.8194,0.36,-56.47,-73.57,119.75,0.4572,2.03,-60.46,-76.32,150.39,1.7271999999999998
2.10,-60.61,-77.23,266.50,2.3622,2.65,-57.80,-88.60,108.00,2.8194,0.34,-56.17,-75.87,120.61,0.4572,2.01,-60.31,-78.17,145.61,1.7271999999999998
2.10,-59.21,-75.04,227.00,2.3622,2.65,-56.50,-88.08,113.75,2.8194,0.34,-56.29,-78.70,117.33,0.4572,2.00,-60.88,-80.02,188.40,1.7271999999999998
2.11,-60.40,-77.76,201.10,2.3622,2.62,-57.70,-89.83,104.79,2.8194,0.36,-56.94,-73.31,148.19,0.4572,2.07,-61.21,-79.34,155.50,1.7271999999999998
2.11,-59.68,-77.14,176.12,2.3622,2.63,-57.27,-89.00,100.79,2.8194,0.36,-56.41,-78.64,130.12,0.4572,2.02,-59.63,-76.44,150.21,1.7271999999999998
2.11,-59.18,-76.15,277.19,2.3622,2.63,-58.25,-89.52,98.82,2.8194,0.36,-56.87,-73.13,146.87,0.4572,1.99,-60.97,-81.38,127.71,1.7271999999999998
2.10,-60.13,-79.20,194.50,2.3622,2.63,-57.99,-90.38,108.92,2.8194,0.33,-56.67,-78.13,121.56,0.4572,1.98,-60.51,-81.30,148.62,1.7271999999999998
2.08,-59.69,-78.03,212.15,2.3622,2.61,-58.21,-90.49,104.62,2.8194,0.37,-56.69,-73.20,132.22,0.4572,2.04,-59.16,-78.22,127.59,1.7271999999999998
2.09,-59.46,-75.09,222.15,2.3622,2.60,-57.07,-89.44,112.33,2.8194,0.36,-56.50,-76.55,127.81,0.4572,2.01,-59.56,-78.47,143.11,1.7271999999999998
2.11,-59.82,-76.24,275.94,2.3622,2.61,-58.87,-89.78,91.14,2.8194,0.36,-56.09,-73.52,148.84,0.4572,2.00,-59.70,-76.23,130.25,1.7271999999999998
2.09,-60.11,-76.15,268.00,2.3622,2.62,-57.51,-89.74,106.29,2.8194,0.34,-57.37,-76.82,119.69,0.4572,2.00,-59.51,-77.75,129.78,1.7271999999999998
2.09,-59.93,-76.75,263.69,2.3622,2.60,-57.66,-89.80,108.46,2.8194,0.37,-56.67,-72.36,147.12,0.4572,2.09,-60.01,-77.44,131.69,1.7271999999999998
2.10,-59.31,-75.61,281.19,2.3622,2.61,-58.39,-90.30,102.00,2.8194,0.36,-56.93,-75.96,120.86,0.4572,2.05,-59.85,-78.21,128.03,1.7271999999999998
2.12,-59.45,-76.59,275.44,2.3622,2.62,-57.40,-89.43,115.75,2.8194,0.35,-56.50,-73.38,136.41,0.4572,2.02,-59.68,-77.33,130.59,1.7271999999999998
2.09,-58.95,-76.07,274.62,2.3622,2.62,-57.48,-89.49,114.50,2.8194,0.36,-56.30,-74.22,125.28,0.4572,2.05,-60.34,-77.93,147.14,1.7271999999999998
2.09,-60.36,-78.83,243.69,2.3622,2.59,-59.25,-89.87,109.17,2.8194,0.35,-55.93,-75.02,144.12,0.4572,2.00,-60.26,-77.57,147.79,1.7271999999999998
2.11,-59.36,-75.78,220.75,2.3622,2.62,-58.89,-89.78,110.71,2.8194,0.37,-56.57,-73.01,127.33,0.4572,2.02,-59.35,-79.07,139.79,1.7271999999999998
2.11,-59.68,-76.41,218.20,2.3622,2.59,-58.62,-90.16,78.78,2.8194,0.36,-56.15,-73.21,145.91,0.4572,2.00,-60.52,-81.98,109.59,1.7271999999999998
2.09,-59.65,-75.47,219.75,2.3622,2.60,-58.36,-90.18,86.79,2.8194,0.35,-56.08,-74.00,148.37,0.4572,2.04,-59.50,-77.25,117.19,1.7271999999999998
2.09,-59.07,-74.53,229.35,2.3622,2.61,-56.74,-90.17,75.96,2.8194,0.34,-56.46,-75.77,145.78,0.4572,2.03,-58.97,-76.83,150.46,1.7271999999999998
2.10,-58.55,-77.88,214.80,2.3622,2.62,-56.80,-89.52,117.92,2.8194,0.37,-56.87,-73.10,145.34,0.4572,2.07,-58.60,-77.52,132.12,1.7271999999999998
2.10,-59.21,-77.20,273.75,2.3622,2.62,-58.27,-90.49,95.17,2.8194,0.35,-56.07,-73.07,147.16,0.4572,2.05,-58.75,-77.64,146.29,1.7271999999999998
2.11,-59.00,-76.06,186.37,2.3622,2.62,-56.45,-90.29,84.83,2.8194,0.34,-56.22,-73.98,168.00,0.4572,2.01,-59.16,-78.68,140.14,1.7271999999999998
2.10,-59.12,-76.07,277.50,2.3622,2.62,-56.83,-89.83,117.62,2.8194,0.33,-56.60,-77.95,149.89,0.4572,2.00,-59.88,-77.43,147.75,1.7271999999999998
2.10,-59.70,-77.92,240.75,2.3622,2.63,-56.66,-89.64,89.06,2.8194,0.33,-57.01,-74.68,127.53,0.4572,2.00,-60.08,-77.74,147.11,1.7271999999999998
2.10,-59.16,-76.00,275.69,2.3622,2.62,-57.65,-90.55,92.82,2.8194,0.33,-55.67,-74.30,146.87,0.4572,2.02,-59.97,-77.84,146.61,1.7271999999999998
2.10,-59.73,-76.76,261.37,2.3622,2.61,-57.25,-89.98,94.21,2.8194,0.38,-56.93,-73.07,145.03,0.4572,2.04,-58.68,-77.03,149.54,1.7271999999999998
2.11,-59.18,-75.61,224.25,2.3622,2.64,-58.08,-90.05,102.37,2.8194,0.35,-56.56,-74.44,128.78,0.4572,2.08,-58.26,-77.91,147.43,1.7271999999999998
2.08,-59.79,-77.79,213.15,2.3622,2.62,-57.72,-89.70,141.85,2.8194,0.36,-56.89,-74.72,146.50,0.4572,2.05,-58.80,-79.03,161.33,1.7271999999999998
2.11,-58.80,-75.04,228.10,2.3622,2.60,-57.04,-89.83,89.36,2.8194,0.35,-56.11,-73.37,128.97,0.4572,2.06,-58.81,-78.50,168.12,1.7271999999999998
2.09,-59.49,-75.82,222.35,2.3622,2.62,-58.22,-90.82,100.70,2.8194,0.35,-57.32,-74.74,128.25,0.4572,2.04,-57.97,-77.19,147.21,1.7271999999999998
2.11,-58.87,-75.77,222.20,2.3622,2.62,-58.57,-90.18,110.83,2.8194,0.36,-56.59,-74.31,140.78,0.4572,2.05,-58.26,-77.93,141.18,1.7271999999999998
2.12,-59.56,-76.71,179.33,2.3622,2.62,-57.11,-89.56,117.67,2.8194,0.33,-57.46,-73.75,140.31,0.4572,2.05,-58.33,-76.18,151.18,1.7271999999999998
2.11,-58.99,-76.53,220.65,2.3622,2.61,-58.04,-89.69,109.46,2.8194,0.33,-56.45,-72.57,132.36,0.4572,2.00,-59.59,-81.31,151.75,1.7271999999999998
2.11,-59.41,-77.65,214.20,2.3622,2.64,-56.87,-89.98,85.75,2.8194,0.36,-57.04,-73.07,127.50,0.4572,2.09,-59.41,-80.11,152.50,1.7271999999999998
2.11,-59.30,-75.26,225.35,2.3622,2.62,-56.62,-89.83,101.61,2.8194,0.34,-56.58,-75.95,128.78,0.4572,2.02,-58.79,-76.68,176.37,1.7271999999999998
2.10,-59.81,-77.31,256.44,2.3622,2.61,-56.18,-89.61,139.45,2.8194,0.33,-56.62,-76.35,144.91,0.4572,1.99,-59.22,-80.90,131.86,1.7271999999999998
2.09,-59.19,-77.00,171.25,2.3622,2.62,-57.00,-89.73,119.20,2.8194,0.36,-56.42,-77.04,126.14,0.4572,2.05,-59.66,-80.62,154.17,1.7271999999999998
2.09,-59.22,-78.15,194.05,2.3622,2.62,-56.43,-88.86,103.71,2.8194,0.37,-57.21,-77.69,144.43,0.4572,1.99,-59.07,-77.37,150.64,1.7271999999999998
2.09,-58.81,-77.35,214.90,2.3622,2.66,-56.64,-89.45,117.42,2.8194,0.35,-55.87,-76.00,127.97,0.4572,2.02,-59.31,-78.60,126.16,1.7271999999999998
2.11,-59.39,-81.62,235.44,2.3622,2.62,-56.18,-90.10,72.46,2.8194,0.36,-56.73,-77.46,149.86,0.4572,2.04,-58.42,-77.47,174.75,1.7271999999999998
2.10,-59.15,-76.58,218.10,2.3622,2.62,-56.41,-89.47,88.04,2.8194,0.36,-56.70,-78.00,114.22,0.4572,2.06,-58.54,-79.20,139.36,1.7271999999999998
2.11,-59.26,-77.42,206.35,2.3622,2.63,-56.81,-89.46,77.91,2.8194,0.35,-55.89,-72.51,150.00,0.4572,2.04,-58.77,-77.57,172.62,1.7271999999999998
2.11,-59.63,-76.99,180.29,2.3622,2.63,-56.05,-89.24,111.71,2.8194,0.33,-56.71,-74.34,114.11,0.4572,2.04,-58.63,-76.64,151.11,1.7271999999999998
2.11,-58.89,-77.65,263.69,2.3622,2.62,-56.29,-89.17,81.91,2.8194,0.35,-56.50,-72.92,168.71,0.4572,2.07,-58.85,-76.83,175.75,1.7271999999999998
2.11,-59.47,-75.73,277.25,2.3622,2.65,-56.02,-89.67,103.42,2.8194,0.35,-56.18,-74.46,166.89,0.4572,2.06,-59.48,-80.84,150.75,1.7271999999999998
2.10,-59.10,-77.40,175.37,2.3622,2.64,-56.74,-90.04,83.75,2.8194,0.34,-56.27,-74.01,130.00,0.4572,2.04,-58.86,-78.85,140.54,1.7271999999999998
2.10,-59.16,-79.32,238.62,2.3622,2.65,-56.32,-90.42,72.07,2.8194,0.33,-56.38,-74.29,167.79,0.4572,2.03,-59.63,-83.07,118.07,1.7271999999999998
2.10,-59.46,-77.24,243.75,2.3622,2.64,-56.16,-89.73,99.04,2.8194,0.35,-56.25,-75.53,129.22,0.4572,1.99,-58.36,-76.79,149.25,1.7271999999999998
2.09,-59.63,-77.76,244.06,2.3622,2.65,-55.83,-89.23,79.19,2.8194,0.33,-56.73,-75.96,124.50,0.4572,2.04,-58.12,-77.87,147.18,1.7271999999999998
2.10,-58.66,-77.09,268.75,2.3622,2.63,-55.87,-89.22,100.04,2.8194,0.33,-56.89,-72.84,117.47,0.4572,2.05,-59.04,-79.07,142.14,1.7271999999999998
2.13,-58.54,-77.17,214.25,2.3622,2.66,-56.06,-89.20,91.46,2.8194,0.35,-56.71,-73.14,115.82,0.4572,2.07,-57.85,-77.00,178.37,1.7271999999999998
2.09,-59.09,-75.47,222.25,2.3622,2.65,-56.32,-89.19,105.00,2.8194,0.36,-57.13,-73.15,128.58,0.4572,2.06,-57.76,-78.25,145.82,1.7271999999999998
2.10,-59.50,-76.69,217.05,2.3622,2.65,-57.27,-89.44,96.14,2.8194,0.36,-56.07,-72.21,128.22,0.4572,2.01,-57.54,-78.76,166.50,1.7271999999999998
2.12,-59.05,-76.98,178.46,2.3622,2.63,-56.66,-89.95,75.32,2.8194,0.32,-57.19,-75.14,144.94,0.4572,2.06,-58.41,-78.66,168.83,1.7271999999999998
2.11,-58.23,-76.53,182.96,2.3622,2.65,-56.74,-89.02,92.78,2.8194,0.34,-56.53,-76.15,161.64,0.4572,2.04,-58.74,-78.90,143.14,1.7271999999999998
2.10,-58.89,-78.31,206.75,2.3622,2.62,-56.25,-89.14,141.60,2.8194,0.33,-56.09,-73.47,118.30,0.4572,2.07,-57.88,-76.53,151.64,1.7271999999999998
2.11,-59.13,-75.91,215.50,2.3622,2.64,-56.56,-89.24,102.54,2.8194,0.34,-56.76,-73.98,157.96,0.4572,2.00,-58.75,-77.44,147.86,1.7271999999999998
2.10,-59.16,-77.71,243.69,2.3622,2.62,-57.06,-89.06,147.10,2.8194,0.36,-56.85,-73.46,142.53,0.4572,2.03,-58.78,-79.54,161.29,1.7271999999999998
2.11,-58.95,-76.27,215.80,2.3622,2.64,-56.05,-88.99,122.96,2.8194,0.36,-56.23,-74.79,167.50,0.4572,2.05,-59.08,-77.97,168.79,1.7271999999999998
2.13,-58.14,-76.44,222.85,2.3622,2.62,-56.73,-89.90,89.39,2.8194,0.36,-57.19,-75.64,134.12,0.4572,2.04,-59.38,-78.38,171.50,1.7271999999999998
2.10,-58.88,-77.52,212.95,2.3622,2.62,-56.11,-89.07,114.50,2.8194,0.33,-56.30,-73.03,131.94,0.4572,2.04,-60.25,-82.72,119.39,1.7271999999999998
2.09,-59.15,-77.24,195.60,2.3622,2.64,-56.32,-89.04,87.91,2.8194,0.35,-56.08,-73.00,133.22,0.4572,2.00,-59.84,-78.36,145.75,1.7271999999999998
2.09,-59.41,-77.08,257.44,2.3622,2.64,-56.47,-89.68,83.50,2.8194,0.35,-56.71,-72.08,149.84,0.4572,2.02,-60.22,-81.28,128.29,1.7271999999999998
2.11,-58.81,-75.63,183.75,2.3622,2.62,-56.19,-89.00,80.61,2.8194,0.36,-57.00,-75.51,146.84,0.4572,2.08,-59.18,-78.73,166.62,1.7271999999999998
2.13,-58.63,-75.96,187.75,2.3622,2.62,-56.67,-89.86,133.40,2.8194,0.35,-56.26,-74.99,164.75,0.4572,2.01,-59.20,-76.30,179.96,1.7271999999999998
2.11,-58.60,-77.79,212.50,2.3622,2.65,-56.34,-89.10,104.32,2.8194,0.37,-56.82,-74.63,168.93,0.4572,2.01,-58.80,-76.44,179.75,1.7271999999999998
2.11,-59.31,-75.90,160.07,2.3622,2.63,-56.90,-90.03,91.32,2.8194,0.33,-57.04,-74.72,131.11,0.4572,2.07,-60.06,-79.87,164.17,1.7271999999999998
2.10,-58.93,-75.26,225.95,2.3622,2.65,-57.63,-89.58,97.39,2.8194,0.36,-56.54,-77.60,116.28,0.4572,2.02,-60.02,-80.95,153.04,1.7271999999999998
2.09,-58.75,-75.22,224.90,2.3622,2.65,-56.17,-89.53,87.59,2.8194,0.36,-56.96,-77.69,145.68,0.4572,2.02,-59.26,-76.90,151.79,1.7271999999999998
2.11,-58.83,-78.52,248.19,2.3622,2.64,-56.01,-89.31,90.34,2.8194,0.36,-56.39,-76.97,163.57,0.4572,2.03,-58.95,-77.29,149.39,1.7271999999999998
2.09,-58.56,-77.78,179.37,2.3622,2.63,-56.60,-90.26,86.96,2.8194,0.36,-56.71,-73.07,124.36,0.4572,2.01,-59.21,-79.98,158.92,1.7271999999999998
2.10,-58.89,-76.90,174.21,2.3622,2.63,-56.32,-89.53,92.68,2.8194,0.34,-56.52,-73.63,128.83,0.4572,2.04,-58.86,-76.51,151.68,1.7271999999999998
2.11,-58.92,-76.73,175.04,2.3622,2.62,-56.74,-89.52,91.79,2.8194,0.33,-56.20,-73.23,117.20,0.4572,2.07,-59.21,-77.80,167.17,1.7271999999999998
2.11,-58.51,-76.22,185.46,2.3622,2.65,-56.44,-89.81,79.53,2.8194,0.35,-56.33,-73.20,128.11,0.4572,2.03,-58.92,-77.74,148.43,1.7271999999999998
2.11,-59.03,-77.86,212.20,2.3622,2.64,-55.81,-89.39,94.43,2.8194,0.34,-56.63,-72.34,147.56,0.4572,2.02,-60.18,-81.78,127.11,1.7271999999999998
2.09,-58.71,-75.44,221.95,2.3622,2.66,-56.11,-89.21,88.12,2.8194,0.35,-56.12,-73.04,168.89,0.4572,2.03,-59.23,-79.40,139.46,1.7271999999999998
2.09,-58.46,-75.15,283.25,2.3622,2.63,-55.89,-89.46,93.75,2.8194,0.36,-56.29,-73.13,148.84,0.4572,2.04,-58.91,-78.41,147.11,1.7271999999999998
2.12,-58.74,-77.79,176.04,2.3622,2.64,-56.71,-89.53,107.12,2.8194,0.33,-55.80,-72.55,150.53,0.4572,2.03,-58.95,-77.64,174.67,1.7271999999999998
2.11,-58.37,-76.71,277.50,2.3622,2.63,-56.36,-89.55,100.79,2.8194,0.36,-56.19,-71.92,131.58,0.4572,2.01,-59.79,-79.98,134.11,1.7271999999999998
2.11,-58.76,-77.51,213.80,2.3622,2.63,-56.14,-89.53,93.21,2.8194,0.35,-56.52,-76.51,128.00,0.4572,2.04,-58.60,-76.70,151.93,1.7271999999999998
2.11,-58.86,-75.38,224.15,2.3622,2.64,-56.06,-89.35,143.15,2.8194,0.36,-57.15,-76.41,119.08,0.4572,2.06,-58.38,-76.38,152.21,1.7271999999999998
2.11,-59.15,-76.35,214.85,2.3622,2.65,-56.14,-89.40,99.25,2.8194,0.34,-56.28,-73.35,132.61,0.4572,2.06,-59.39,-79.56,157.00,1.7271999999999998
2.10,-58.48,-75.24,221.40,2.3622,2.64,-56.37,-89.31,85.46,2.8194,0.36,-56.68,-72.90,131.53,0.4572,2.03,-59.71,-79.74,166.46,1.7271999999999998
2.10,-58.87,-75.75,223.40,2.3622,2.63,-56.21,-89.45,100.50,2.8194,0.35,-56.61,-76.34,128.78,0.4572,2.02,-58.75,-79.12,163.08,1.7271999999999998
2.11,-58.38,-75.44,222.75,2.3622,2.64,-56.92,-89.28,90.25,2.8194,0.33,-55.98,-74.12,133.00,0.4572,2.03,-58.49,-77.33,152.18,1.7271999999999998
2.12,-58.37,-76.36,220.05,2.3622,2.64,-56.27,-89.48,116.87,2.8194,0.35,-56.72,-72.53,131.67,0.4572,2.02,-59.79,-82.66,121.00,1.7271999999999998
2.13,-59.08,-79.11,193.40,2.3622,2.65,-56.84,-89.95,92.50,2.8194,0.36,-56.75,-75.56,126.17,0.4572,2.07,-58.89,-77.38,131.19,1.7271999999999998
2.11,-58.96,-77.70,214.25,2.3622,2.63,-56.38,-89.20,88.03,2.8194,0.35,-56.44,-73.12,117.25,0.4572,2.09,-59.25,-78.01,146.82,1.7271999999999998
2.28,-60.48,-79.59,156.37,2.5145999999999997,2.33,-58.02,-89.77,85.29,2.4892,0.86,-57.80,-76.34,126.06,0.6985,1.25,-56.88,-73.04,97.29,1.0668
2.29,-60.38,-78.61,205.65,2.5145999999999997,2.37,-58.21,-88.35,118.75,2.4892,0.87,-57.49,-74.83,109.75,0.6985,1.26,-56.30,-75.54,100.66,1.0668
2.33,-59.44,-78.20,177.62,2.5145999999999997,2.35,-57.99,-90.13,83.69,2.4892,0.88,-57.43,-76.17,141.94,0.6985,1.24,-56.84,-75.26,125.78,1.0668
2.29,-59.75,-79.64,192.15,2.5145999999999997,2.36,-58.69,-88.86,111.86,2.4892,0.85,-57.91,-75.63,123.22,0.6985,1.22,-57.27,-74.33,101.68,1.0668
2.29,-59.35,-78.89,179.00,2.5145999999999997,2.35,-57.47,-89.27,109.36,2.4892,0.85,-57.86,-73.13,117.05,0.6985,1.32,-57.07,-74.28,95.69,1.0668
2.29,-60.21,-78.70,175.92,2.5145999999999997,2.33,-57.68,-89.43,87.87,2.4892,0.84,-58.35,-77.26,106.40,0.6985,1.23,-58.23,-79.26,91.07,1.0668
2.32,-59.41,-79.30,171.33,2.5145999999999997,2.33,-57.71,-89.27,80.89,2.4892,0.87,-57.75,-74.16,126.36,0.6985,1.29,-58.22,-73.12,96.56,1.0668
2.29,-60.54,-78.38,178.58,2.5145999999999997,2.34,-57.66,-89.47,89.53,2.4892,0.87,-58.25,-73.96,97.64,0.6985,1.20,-58.31,-75.33,92.04,1.0668
2.29,-60.40,-79.61,154.83,2.5145999999999997,2.33,-57.77,-89.73,103.64,2.4892,0.84,-57.70,-76.83,113.47,0.6985,1.22,-59.13,-75.90,95.25,1.0668
2.30,-60.93,-81.83,152.25,2.5145999999999997,2.33,-58.22,-89.82,69.72,2.4892,0.88,-57.99,-73.27,116.78,0.6985,1.29,-57.06,-72.44,129.89,1.0668
2.28,-60.80,-80.47,155.54,2.5145999999999997,2.32,-57.43,-90.06,93.50,2.4892,0.86,-57.83,-72.41,116.35,0.6985,1.25,-57.25,-73.88,113.07,1.0668
2.30,-60.33,-79.70,146.07,2.5145999999999997,2.33,-58.20,-89.92,78.16,2.4892,0.87,-56.98,-76.98,126.25,0.6985,1.26,-56.88,-77.60,101.28,1.0668
2.29,-60.97,-79.77,167.00,2.5145999999999997,2.33,-57.66,-90.23,81.78,2.4892,0.84,-57.47,-74.66,125.81,0.6985,1.25,-57.86,-77.47,77.44,1.0668
2.29,-60.96,-79.38,212.75,2.5145999999999997,2.33,-56.98,-90.58,111.04,2.4892,0.85,-57.37,-74.13,116.47,0.6985,1.22,-56.66,-73.43,96.50,1.0668
2.29,-60.77,-80.84,170.00,2.5145999999999997,2.35,-57.96,-90.76,88.29,2.4892,0.87,-57.86,-75.22,108.93,0.6985,1.24,-56.56,-75.36,111.57,1.0668
2.29,-60.55,-79.56,172.67,2.5145999999999997,2.31,-58.14,-90.78,61.56,2.4892,0.87,-57.42,-74.52,103.18,0.6985,1.32,-55.26,-73.34,145.84,1.0668
2.29,-61.36,-80.22,177.54,2.5145999999999997,2.30,-59.01,-89.97,75.39,2.4892,0.86,-56.72,-74.01,105.77,0.6985,1.24,-57.61,-76.78,148.71,1.0668
2.30,-60.84,-79.15,146.64,2.5145999999999997,2.31,-58.71,-90.79,78.75,2.4892,0.84,-57.32,-75.51,127.69,0.6985,1.31,-58.72,-77.98,82.35,1.0668
2.30,-61.72,-80.49,210.85,2.5145999999999997,2.33,-58.07,-90.07,88.54,2.4892,0.87,-57.32,-76.04,126.19,0.6985,1.38,-57.22,-76.35,120.31,1.0668
2.27,-61.14,-78.75,204.55,2.5145999999999997,2.32,-57.79,-90.48,82.06,2.4892,0.83,-57.31,-72.95,130.14,0.6985,1.36,-56.68,-73.58,122.92,1.0668
2.30,-60.67,-77.86,274.12,2.5145999999999997,2.31,-57.60,-89.53,53.11,2.4892,0.87,-57.47,-74.53,112.90,0.6985,1.40,-57.22,-74.26,127.47,1.0668
2.31,-60.61,-78.80,200.85,2.5145999999999997,2.32,-58.00,-90.50,72.78,2.4892,0.84,-57.45,-75.37,104.75,0.6985,1.40,-55.32,-72.55,118.12,1.0668
2.26,-61.71,-80.27,238.06,2.5145999999999997,2.33,-57.18,-90.72,75.22,2.4892,0.88,-58.39,-73.85,124.81,0.6985,1.40,-56.41,-77.71,141.18,1.0668
2.29,-60.71,-79.62,196.45,2.5145999999999997,2.31,-57.60,-89.74,40.44,2.4892,0.87,-57.81,-74.38,115.22,0.6985,1.40,-55.70,-72.36,147.59,1.0668
2.29,-61.10,-79.71,163.75,2.5145999999999997,2.33,-58.10,-90.87,69.84,2.4892,0.86,-57.20,-74.93,128.44,0.6985,1.39,-55.65,-75.31,137.12,1.0668
2.31,-61.31,-80.39,200.45,2.5145999999999997,2.32,-58.25,-90.98,82.44,2.4892,0.89,-56.80,-72.15,114.55,0.6985,1.42,-54.86,-74.16,128.39,1.0668
2.31,-60.72,-77.62,271.12,2.5145999999999997,2.30,-57.89,-90.89,42.98,2.4892,0.84,-57.54,-74.97,113.42,0.6985,1.38,-55.86,-74.82,128.03,1.0668
2.30,-60.84,-78.57,219.10,2.5145999999999997,2.34,-58.25,-91.98,72.91,2.4892,0.87,-56.78,-73.45,130.72,0.6985,1.38,-57.27,-76.36,102.07,1.0668
2.30,-60.68,-78.50,178.29,2.5145999999999997,2.33,-58.85,-91.45,48.56,2.4892,0.84,-57.14,-76.15,120.78,0.6985,1.38,-57.51,-79.70,111.14,1.0668
2.31,-59.95,-79.64,180.58,2.5145999999999997,2.29,-57.98,-91.40,32.56,2.4892,0.84,-57.40,-75.87,100.68,0.6985,1.38,-57.29,-72.88,145.34,1.0668
2.31,-60.64,-77.73,217.10,2.5145999999999997,2.32,-57.64,-91.24,69.83,2.4892,0.88,-56.87,-72.30,114.65,0.6985,1.40,-56.77,-73.46,126.83,1.0668
2.30,-61.50,-80.52,190.65,2.5145999999999997,2.33,-57.47,-91.65,55.08,2.4892,0.84,-57.42,-74.98,104.65,0.6985,1.40,-56.36,-74.54,143.78,1.0668
2.30,-60.76,-77.30,179.79,2.5145999999999997,2.31,-58.12,-91.37,70.94,2.4892,0.87,-57.01,-73.68,116.47,0.6985,1.40,-55.88,-72.45,128.86,1.0668
2.30,-60.67,-78.33,273.62,2.5145999999999997,2.33,-57.52,-91.04,62.17,2.4892,0.83,-58.12,-76.47,111.85,0.6985,1.38,-55.93,-74.67,128.19,1.0668
2.28,-60.33,-78.94,197.30,2.5145999999999997,2.31,-57.98,-91.06,93.21,2.4892,0.88,-57.06,-72.44,130.94,0.6985,1.40,-56.53,-75.47,188.79,1.0668
2.28,-60.58,-78.75,214.20,2.5145999999999997,2.30,-57.75,-90.29,48.11,2.4892,0.87,-57.47,-73.47,115.40,0.6985,1.40,-56.12,-75.08,144.34,1.0668
2.32,-60.32,-78.44,177.37,2.5145999999999997,2.31,-58.77,-91.14,40.17,2.4892,0.88,-56.86,-72.99,113.70,0.6985,1.39,-56.47,-74.40,151.14,1.0668
2.28,-61.47,-79.83,209.10,2.5145999999999997,2.29,-58.96,-90.95,83.72,2.4892,0.88,-57.20,-74.06,116.75,0.6985,1.39,-56.55,-73.51,144.06,1.0668
2.28,-60.28,-78.93,252.06,2.5145999999999997,2.31,-58.10,-91.02,79.62,2.4892,0.87,-56.78,-75.57,126.69,0.6985,1.38,-56.93,-76.90,133.31,1.0668
2.29,-61.14,-78.56,272.50,2.5145999999999997,2.35,-58.27,-90.56,72.83,2.4892,0.89,-57.17,-72.82,116.25,0.6985,1.36,-56.89,-72.06,146.28,1.0668
2.30,-60.52,-79.24,201.45,2.5145999999999997,2.33,-59.27,-91.52,59.39,2.4892,0.85,-57.27,-74.14,103.48,0.6985,1.38,-56.80,-72.19,149.16,1.0668
2.28,-61.02,-79.27,208.60,2.5145999999999997,2.33,-58.06,-91.61,66.97,2.4892,0.84,-57.18,-76.37,99.55,0.6985,1.38,-56.27,-72.38,145.16,1.0668
2.29,-61.17,-80.58,192.45,2.5145999999999997,2.35,-59.00,-90.92,61.08,2.4892,0.88,-56.74,-72.50,107.32,0.6985,1.40,-56.65,-72.37,146.66,1.0668
